Country,Crop,Year,Temperature,Rainfall,CO2_Emission,Humidity,Yield,Area,Production,Extreme_Weather_Events,Synthetic_Data_Used,Data_Source,Area_outlier,Production_outlier,Extreme_Weather_Events_outlier,outlier_score
China,soybean,2000,-1.3801369265013443,-0.8472881396551134,-1.7526356291616747,0.2920985235930352,0.6,0.2552819431724936,-0.9075995846520605,0.34878494002634214,True,Synthetic,False,False,False,0
China,wheat,2000,-1.2796567015452553,-0.6410545243767437,-1.620464931478266,0.11917332423571635,0.6,0.917777245979306,-0.8272974688321486,-0.6965647361333003,True,Synthetic,False,False,False,0
India,maize,2000,0.6775064430569152,-0.19059641871811814,-1.2341436906564665,0.9105779039919182,3.245,1.1306227771196662,1.3794442682580434,0.34878494002634214,True,Synthetic,False,False,False,0
India,rice,2000,0.5748249760592621,-0.18573418309513604,-1.845025792004167,0.32796586746833184,4.251,-0.4145986911054239,0.8824362028570736,-0.6965647361333003,True,Synthetic,False,False,False,0
India,soybean,2000,0.2650972723286375,-0.4288252562560653,-1.7831047254182413,0.08321305978043272,2.368,-0.6229869000366601,-0.1825168307462516,-1.2192395742131215,True,Synthetic,False,False,False,0
India,wheat,2000,0.3075682952482214,-0.24389878027499964,-1.603135309668502,-0.22602663041900878,1.626,2.560463296478893,0.5146903680545799,0.34878494002634214,True,Synthetic,True,False,False,1
Indonesia,maize,2000,0.5728827036696473,1.7770144935003005,-1.6910766740762517,0.7634846258712106,1.553,-0.8153695538722308,-0.6260294588639068,0.8714597781061634,True,Synthetic,False,False,False,0
Indonesia,rice,2000,0.9189956434990617,2.024912580982417,-1.3158774293413131,1.7064426715875352,2.685,-0.42275760807578155,0.07540435108165008,-0.17388989805347907,True,Synthetic,False,False,False,0
Indonesia,soybean,2000,1.1084319438995234,1.7830612260467684,-1.6120846367523494,2.0685541718000424,0.6,-0.6659005876380866,-1.0192576054170683,2.9621591304254484,True,Synthetic,False,False,True,1
Indonesia,wheat,2000,0.5594162817683155,1.969682995992917,-1.7220630724763928,0.9829630358024241,0.6,0.13128804033129737,-0.9226290980038904,1.3941346161859847,True,Synthetic,False,False,False,0
Mexico,maize,2000,0.48690477922268444,-0.8285253218379787,-1.329430745502978,-0.6385940055648976,3.753,-1.2571671561585291,-0.011518992068206996,0.34878494002634214,True,Synthetic,False,False,False,0
Mexico,rice,2000,0.3846117667029548,-0.49715333403115713,-1.4783103024238606,-1.6637867645704372,4.804,-0.591713738259785,0.994016658675685,-0.6965647361333003,True,Synthetic,False,False,False,0
Mexico,soybean,2000,0.004314832816313989,-0.4640205529546185,-1.9723855797523278,-0.736439376292065,2.647,-0.13843696475460157,0.20790727674760595,-0.6965647361333003,True,Synthetic,False,False,False,0
Mexico,wheat,2000,-0.19276107231663345,-0.6777366546261065,-1.5372310165770489,-0.3448720522234211,3.106,0.1761470702622534,0.6660897844082078,-0.17388989805347907,True,Synthetic,False,False,False,0
Nigeria,maize,2000,1.2604471295934,-0.18934289516738909,-1.4670848459082813,0.8500866064198523,0.991,0.2839468022175175,-0.6487327937009472,0.8714597781061634,True,Synthetic,False,False,False,0
Nigeria,rice,2000,0.9426913666523662,-0.21733181198179508,-1.3223437061360006,-0.6196382072473838,3.069,-0.7154155118271576,0.09019623698090591,-0.6965647361333003,True,Synthetic,False,False,False,0
Nigeria,soybean,2000,0.9540860313381083,-0.07001242305514573,-1.8509230364409206,-0.143234393649867,1.601,-1.3854053488793314,-0.789842906239189,-0.6965647361333003,True,Synthetic,False,False,False,0
Nigeria,wheat,2000,0.989305904003129,0.10823503647390775,-1.4773274283510678,0.11434145407634945,0.6,0.4075219890668304,-0.8891463267904111,1.3941346161859847,True,Synthetic,False,False,False,0
Pakistan,maize,2000,0.14869041377770445,-0.8811650277733294,-1.8872376469198846,-1.6413929047933744,4.545,1.7167401424676088,2.9902336583472735,-0.6965647361333003,True,Synthetic,False,True,False,1
Pakistan,rice,2000,0.13354068913870687,-1.044181071734989,-1.3531231836787134,-1.526728909088413,3.014,0.18591550337502943,0.6143630162679031,0.34878494002634214,True,Synthetic,False,False,False,0
Pakistan,soybean,2000,0.03901676617743757,-1.0231376141537525,-1.4215622572736828,-1.363095767729875,2.399,-0.5976342354116729,-0.15550184906383666,-0.17388989805347907,True,Synthetic,False,False,False,0
Pakistan,wheat,2000,0.1859820436583148,-0.8768978016771802,-1.8351970512762426,-2.458908167526152,2.829,-0.14924045368501868,0.3054905401690101,-1.2192395742131215,True,Synthetic,False,False,False,0
Russia,maize,2000,-2.289508859319144,-1.176705293378419,-1.831162094556356,-0.6646117679614854,0.6,-0.9251640143610116,-1.0506833491439063,1.9168094542658058,True,Synthetic,False,False,False,0
Russia,rice,2000,-2.0450415078795876,-1.1737330068093446,-1.6059804714581647,0.8483211154000834,0.6,-0.6600564218030808,-1.018549224667678,0.8714597781061634,True,Synthetic,False,False,False,0
Russia,soybean,2000,-2.258173531433353,-1.0639406340495097,-1.4849317698616196,-0.2264912333189474,0.6,-1.0442258552913972,-1.0651150265608744,2.439484292345627,True,Synthetic,False,False,True,1
Russia,wheat,2000,-2.3554166357400836,-0.956949361823187,-1.4413231991582476,-0.15549991020825876,0.6,0.02298583338218822,-0.9357565700935206,-0.17388989805347907,True,Synthetic,False,False,False,0
USA,maize,2000,-0.6261467848527543,-0.6693016007770378,-1.4342878900056295,-0.7592978389690666,3.635,-0.39538935418471416,0.5808018500242217,-0.17388989805347907,True,Synthetic,False,False,False,0
USA,rice,2000,-1.0483968023550816,-0.5410487468273912,-1.4351673036497068,-0.8962627738711031,0.884,1.719128775364125,-0.4625139477223237,-0.17388989805347907,True,Synthetic,False,False,False,0
USA,soybean,2000,-0.3671771329040715,-0.3051323013020776,-1.6209822336218405,-0.6923950213778414,2.303,0.48356583873296916,0.30180624512305504,-1.2192395742131215,True,Synthetic,False,False,False,0
USA,wheat,2000,-1.0961767031396137,-0.7786466809923394,-1.4166996171240784,-0.6223329040670307,1.181,0.48582519830192955,-0.47634592151586713,-0.6965647361333003,True,Synthetic,False,False,False,0
Bangladesh,maize,2001,0.18624101331026383,1.3503443441220844,-1.5312303117115798,1.661933713773373,1.342,-0.775302408050689,-0.7061583745050986,-0.17388989805347907,True,Synthetic,False,False,False,0
Bangladesh,rice,2001,0.6285611788386141,1.477046860023858,-1.8202987495412823,0.947188612507117,3.142,-1.1556499814938224,-0.15654778658550503,-0.6965647361333003,True,Synthetic,False,False,False,0
Bangladesh,soybean,2001,0.9483886989952373,1.2360818069820065,-1.0691243068560465,0.5343424756212632,0.6,-1.7637686241552306,-1.1523319639675997,-0.6965647361333003,True,Synthetic,False,False,False,0
Bangladesh,wheat,2001,0.573918582277442,1.6162280095985828,-1.397197326311301,1.25549909690668,0.6,-0.6779067294079948,-1.0207128859970704,2.439484292345627,True,Synthetic,False,False,True,1
Brazil,maize,2001,0.9034574643821406,0.45434835079469926,-1.3093594223322695,0.17539027512834218,2.052,0.6875461116590679,0.212601241038174,0.34878494002634214,True,Synthetic,False,False,False,0
Brazil,rice,2001,0.8195512971507674,0.6075584720902485,-1.4524969254594677,0.7458297156735263,3.334,1.240580646680199,1.5270582789729037,-0.6965647361333003,True,Synthetic,False,False,False,0
Brazil,soybean,2001,0.797020937431232,0.6484249964830693,-1.4624291266161078,1.9544476995750075,0.726,-0.1469124275380343,-0.8848194989892795,-0.17388989805347907,True,Synthetic,False,False,False,0
Brazil,wheat,2001,0.7791520314467733,1.0086694419330042,-1.232022751867809,0.7883873413079444,0.6,1.5187179002084277,-0.7544564814853488,1.3941346161859847,True,Synthetic,False,False,False,0
China,maize,2001,-0.941960275404173,-0.7831555002838384,-1.6352080425701514,-0.05486692208145759,2.306,-0.8032839990863117,-0.2953434977678422,0.34878494002634214,True,Synthetic,False,False,False,0
China,rice,2001,-1.2234602870723912,-0.7983137476263549,-1.37490160392322,-0.3566729658818742,0.765,0.552047751862545,-0.7551127106233219,1.3941346161859847,True,Synthetic,False,False,False,0
China,soybean,2001,-0.9354860341054558,-0.6823862882371807,-1.5685277962633364,-0.7659881207281893,1.601,0.4871927615537744,-0.18380757913804457,-0.17388989805347907,True,Synthetic,False,False,False,0
China,wheat,2001,-0.9944016299237812,-0.7225321746415867,-1.3670386113408808,-0.1065307645546813,2.162,0.2942038031690958,0.12127663391821086,-0.6965647361333003,True,Synthetic,False,False,False,0
India,maize,2001,0.26121272754940755,-0.09700321483962089,-1.7345300541365491,-0.0939864862563261,4.166,0.04768375546919695,1.2276398667860626,-1.2192395742131215,True,Synthetic,False,False,False,0
India,rice,2001,0.5016660493837595,-0.23999877583578202,-1.6362943770716596,0.2595763205973012,5.105,0.21482729343998785,1.9692064089452466,-0.17388989805347907,True,Synthetic,False,False,False,0
India,soybean,2001,0.6720680803659926,-0.02976299670987531,-1.1454781032477142,0.6275418173490396,1.866,-0.41220120820115286,-0.33885173385164885,-0.6965647361333003,True,Synthetic,False,False,False,0
India,wheat,2001,0.4938969598252987,-0.012683048064919874,-1.459790885683876,0.9664231725645936,1.79,1.4570777542343947,0.29783711958964326,-0.17388989805347907,True,Synthetic,False,False,False,0
Indonesia,maize,2001,0.815537267545563,2.0530064182702326,-2.02752998825742,1.1268040936235586,0.6,-1.0607266157316808,-1.0671150975279144,0.34878494002634214,True,Synthetic,False,False,False,0
Indonesia,rice,2001,0.979465057229079,1.8821530910514266,-2.210499756439894,0.169629199169098,1.885,-0.6849746458688347,-0.4332398610359938,-0.17388989805347907,True,Synthetic,False,False,False,0
Indonesia,soybean,2001,0.7537730055558021,1.8539350058345745,-1.6891626561450226,1.4628049108594898,0.6,-0.6802485836920951,-1.0209967586955202,0.34878494002634214,True,Synthetic,False,False,False,0
Indonesia,wheat,2001,1.10118079364496,1.9220794727812003,-1.4388401488690876,1.886615676183905,0.6,0.7256772392663934,-0.850582229485735,3.4848339685052694,True,Synthetic,False,False,True,1
Mexico,maize,2001,0.4817253861837109,-0.7456505726377416,-1.0630718717762182,-1.7048576609250505,3.465,-0.8094854049664776,0.20313274643842041,-0.6965647361333003,True,Synthetic,False,False,False,0
Mexico,rice,2001,-0.2745954823324174,-0.7207568097889021,-1.5883921985766165,-1.1846882541532742,3.04,-0.24726622127266007,0.36463571939272565,-0.17388989805347907,True,Synthetic,False,False,False,0
Mexico,soybean,2001,-0.04281764383834638,-0.36324443824523656,-1.1575312431930116,-0.8140280605818889,1.93,-1.658317858097441,-0.7921776765746369,-0.17388989805347907,True,Synthetic,False,False,False,0
Mexico,wheat,2001,0.28180081487932773,-0.7032516571201309,-1.8545441514459453,-0.2621727360342676,1.73,-1.0704435291564574,-0.6389041065820561,-0.6965647361333003,True,Synthetic,False,False,False,0
Nigeria,maize,2001,1.0130016271564335,0.11953331482100768,-1.6897316885029563,0.030712932087318665,2.054,-0.005491674159390417,-0.07389717212104843,-0.6965647361333003,True,Synthetic,False,False,False,0
Nigeria,rice,2001,0.9421734273484687,-0.06742530506608597,-1.3621242409769172,-0.8642980943552954,3.426,-0.023717316914605588,0.7299159179551497,-0.6965647361333003,True,Synthetic,False,False,False,0
Nigeria,soybean,2001,0.5130607140695012,0.015863603897608006,-1.501123326955516,-0.48434584278512866,1.647,-0.28710492626904033,-0.40989563764823844,-0.6965647361333003,True,Synthetic,False,False,False,0
Nigeria,wheat,2001,0.7118199219401152,-0.12940707473247565,-1.4321669512169721,-0.6398948936847273,1.47,-0.4664909486275398,-0.5581227929589183,-1.2192395742131215,True,Synthetic,False,False,False,0
Pakistan,maize,2001,-0.11079717747487544,-1.037040957412995,-1.4707059609133089,-0.3012923002091374,4.052,-0.44499965301092487,0.7553135132681703,0.34878494002634214,True,Synthetic,False,False,False,0
Pakistan,rice,2001,0.12719593266596418,-0.9435471518777273,-1.1228719995734868,-1.124475718321171,3.217,-0.6165979055992701,0.22127536139888151,0.34878494002634214,True,Synthetic,False,False,False,0
Pakistan,soybean,2001,0.48949447574217125,-1.1408266330701624,-1.8040554622330267,-0.9780328842603786,2.441,-1.5969266976094292,-0.6282157399770087,0.34878494002634214,True,Synthetic,False,False,False,0
Pakistan,wheat,2001,0.29254805543519785,-0.9417069019954345,-1.2204869140660863,-1.5186448186294736,2.643,0.41386981516457716,0.5004380685554254,-0.17388989805347907,True,Synthetic,False,False,False,0
Russia,maize,2001,-1.9031261386117093,-1.0440016025041576,-1.3319137957921379,0.6504932006060293,0.6,-0.13947020315993605,-0.9554481373988437,0.34878494002634214,True,Synthetic,False,False,False,0
Russia,rice,2001,-1.9523303724819592,-1.3302301760941955,-1.4086297036843083,0.15439022405109656,0.6,0.6522669780685473,-0.8594803926582708,1.3941346161859847,True,Synthetic,False,False,False,0
Russia,soybean,2001,-2.2983138274853996,-1.073625069851673,-1.5825984145685756,0.8971044198936857,0.6,0.18231852834832174,-0.9164436008194148,0.8714597781061634,True,Synthetic,False,False,False,0
Russia,wheat,2001,-2.330296579501062,-1.0600282048173884,-1.6437435279391397,-0.6552267893827164,0.6,-0.7723114215013833,-1.0321558466710838,0.34878494002634214,True,Synthetic,False,False,False,0
USA,maize,2001,-0.828143113372727,-0.5051797502469485,-1.3812126900748356,-1.1550465891371615,2.396,-0.32460217207095166,-0.024664326922813066,-0.6965647361333003,True,Synthetic,False,False,False,0
USA,rice,2001,-0.9331553072379178,-0.48940992698706104,-1.8640625108877262,-0.46260242706798094,1.147,-0.4164731543549915,-0.7088098377756276,0.34878494002634214,True,Synthetic,False,False,False,0
USA,soybean,2001,-1.065877253861618,-0.8568510885933294,-1.6837309836374872,-0.8770282138136257,0.6,-0.13899048532888778,-0.955389983642984,0.34878494002634214,True,Synthetic,False,False,False,0
USA,wheat,2001,-0.9084237054768185,-0.7484005934670942,-1.609136014533974,-0.6439833992041908,2.712,6.386364634488353,3.820636854902493,-0.6965647361333003,True,Synthetic,True,True,False,2
Bangladesh,maize,2002,0.4241046386251289,1.6140219185919034,-1.4180963329117302,1.8375536099503393,1.077,-1.035352695284498,-0.8794379539339175,-0.17388989805347907,True,Synthetic,False,False,False,0
Bangladesh,rice,2002,0.6741398375815824,1.5474540198115025,-1.7713619667590874,1.941717580116677,3.477,-1.0097004737006074,0.06755187002038096,0.34878494002634214,True,Synthetic,False,False,False,0
Bangladesh,soybean,2002,0.7594703378986731,1.4461519222025307,-1.5509395233817882,1.7642392723399547,0.612,-1.7102946648007824,-1.1427253402299231,-0.6965647361333003,True,Synthetic,False,False,False,0
Bangladesh,wheat,2002,0.776173880449363,1.297261487239835,-1.5098657331819325,0.6740950279229343,0.6,-0.11209254613562951,-0.9521296379377157,-0.6965647361333003,True,Synthetic,False,False,False,0
Brazil,maize,2002,0.8462251713014817,0.8182567296186819,-1.0982484175393175,0.9125292361716623,1.533,2.2440194165288507,0.3126798960114576,-0.6965647361333003,True,Synthetic,False,False,False,0
Brazil,rice,2002,0.41037924707184853,1.0684547843205285,-1.2825114410807277,1.3222160733379298,4.154,-0.04333881133930904,1.1440937994160476,-1.2192395742131215,True,Synthetic,False,False,False,0
Brazil,soybean,2002,0.6781538671867867,0.6062041696637449,-1.6111017626795596,1.7584781963807106,0.769,-0.892284497158774,-0.9765462657500258,0.8714597781061634,True,Synthetic,False,False,False,0
Brazil,wheat,2002,0.7246389197115751,0.9395185667611786,-1.5574575303908318,1.2009547164538334,0.6,1.3566289019343354,-0.7741035594913085,-0.6965647361333003,True,Synthetic,False,False,False,0
China,maize,2002,-0.951801122178223,-0.5006129485885656,-1.7768970996953413,-0.8921742683516389,2.852,-0.30972309653374847,0.22555262361891387,-0.17388989805347907,True,Synthetic,False,False,False,0
China,rice,2002,-1.0096808393887535,-0.5923507167267769,-1.376350049925231,0.6674976667437997,1.51,2.1377983837247165,0.2565303455746956,-0.6965647361333003,True,Synthetic,False,False,False,0
China,soybean,2002,-0.7689685479024528,-0.6043544472042977,-1.2252460937869782,-0.925532756567264,1.108,0.5393008960507584,-0.5146451901601776,-1.2192395742131215,True,Synthetic,False,False,False,0
China,wheat,2002,-0.8989713131806916,-1.0520860010868331,-1.4590149324685142,-0.3738632731796185,2.044,0.9707710924130741,0.3233717904726798,-0.6965647361333003,True,Synthetic,False,False,False,0
India,maize,2002,0.1716092279751633,0.08575582504602129,-1.1210097118566167,0.3467358246258699,4.766,0.5644884922275387,2.0893330404764137,-0.17388989805347907,True,Synthetic,False,False,False,0
India,rice,2002,0.5104710175500144,0.03632861834255012,-1.4315979188590384,0.5391743457806302,5.851,0.5008939168624428,2.7844551166464058,-0.17388989805347907,True,Synthetic,False,False,False,0
India,soybean,2002,0.27001769571566253,0.13158260287250867,-1.4749995687049795,0.09547857633882317,2.76,0.14166277799318086,0.42821169441425544,-0.17388989805347907,True,Synthetic,False,False,False,0
India,wheat,2002,0.3830579487912627,0.004006209869841831,-1.2921332609512213,1.0688216517111637,0.928,0.3705776316957941,-0.6736790628708386,0.8714597781061634,True,Synthetic,False,False,False,0
Indonesia,maize,2002,0.3847412515289289,2.4224300246109136,-1.5720454508396455,1.1367465956822544,0.6,-0.6042583081800411,-1.0117858454859814,0.8714597781061634,True,Synthetic,False,False,False,0
Indonesia,rice,2002,0.4911777784798379,2.1776643654730745,-1.2498696758211476,0.21255850712346785,2.915,-0.7468662268846065,0.001933809020715275,0.8714597781061634,True,Synthetic,False,False,False,0
Indonesia,soybean,2002,0.7155749818933711,2.1680807085466856,-1.595272317086163,1.427866772784073,0.6,-1.1352037769714993,-1.0761426101058116,0.34878494002634214,True,Synthetic,False,False,False,0
Indonesia,wheat,2002,0.8090630262468458,1.642913703690645,-1.8027104766597313,0.9667019343045571,0.613,1.1543321849476713,-0.7879724720142122,1.9168094542658058,True,Synthetic,False,False,False,0
Mexico,maize,2002,0.20281507103497953,-0.8000352717097899,-1.2659577724863285,-0.5439079345573166,5.008,0.10083413641512225,1.7919484932454006,-0.6965647361333003,True,Synthetic,False,False,False,0
Mexico,rice,2002,0.18637049813623785,-0.685237087942308,-1.2395236329496455,-1.1745599109346023,4.306,0.26842523192092504,1.5048802275534638,-0.6965647361333003,True,Synthetic,False,False,False,0
Mexico,soybean,2002,-0.015884800035683117,-0.23338050281574346,-1.4330980950754058,-0.5797752784326126,2.463,-1.0463695326161386,-0.34827253055886637,-0.6965647361333003,True,Synthetic,False,False,False,0
Mexico,wheat,2002,0.3075682952482214,-0.697373349544135,-1.368900899057751,-0.619731127827372,2.906,0.4240803535754445,0.6853123064737762,0.34878494002634214,True,Synthetic,False,False,False,0
Nigeria,maize,2002,0.9965570542576923,-0.05342670506124827,-1.5791324902066228,-0.8983999472108224,1.792,-0.08271052039078794,-0.2574748350978154,-0.17388989805347907,True,Synthetic,False,False,False,0
Nigeria,rice,2002,1.0925053103046791,-0.19365429830497374,-1.400508060030182,-0.69927114429694,3.094,0.07720896169663759,0.5969562386750261,-0.6965647361333003,True,Synthetic,False,False,False,0
Nigeria,soybean,2002,1.1528452392087225,-0.08723870814985588,-0.8751877332297865,-0.1508538812088684,1.909,-1.0189999354203227,-0.5509912875724784,-1.2192395742131215,True,Synthetic,False,False,False,0
Nigeria,wheat,2002,1.034496108268174,-0.25521224448009266,-1.452600385888183,-0.031172174184565728,0.6,0.1166635605528882,-0.9244017419712782,-0.17388989805347907,True,Synthetic,False,False,False,0
Pakistan,maize,2002,0.3905680686977745,-0.8337133631415465,-1.0579505805548264,-1.6097999075975182,4.436,-0.6319824588115207,0.7823879257584541,-0.6965647361333003,True,Synthetic,False,False,False,0
Pakistan,rice,2002,0.3948410679549279,-0.8805009916192537,-1.5377483187206265,-1.1949095179519336,4.173,-0.3430225149967653,0.9024965668194447,-0.6965647361333003,True,Synthetic,False,False,False,0
Pakistan,soybean,2002,0.5205708339760134,-0.9777926421854196,-1.0341546819503782,-1.1402722169190995,2.191,-0.4799646903440887,-0.20255063202683565,-0.6965647361333003,True,Synthetic,False,False,False,0
Pakistan,wheat,2002,0.6918792587400667,-0.8561732471138052,-1.2614055136228675,-1.40621091684422,1.197,-0.7036661783179818,-0.7525261056316997,-1.2192395742131215,True,Synthetic,False,False,False,0
Russia,maize,2002,-2.0719743516822504,-0.9068429331076469,-1.5472666781624045,0.08507147138018861,0.6,-0.5595107725432065,-1.0063619342302208,-0.17388989805347907,True,Synthetic,False,False,False,0
Russia,rice,2002,-2.2276151125034085,-1.0136975326120288,-1.4592218533259422,0.5423336455002163,0.6,-1.121241546434074,-1.074450212894039,0.8714597781061634,True,Synthetic,False,False,False,0
Russia,soybean,2002,-2.258173531433353,-0.9608714547831224,-1.444737393305844,0.09557149691881142,0.6,-0.11627938998275765,-0.9526371384060908,0.8714597781061634,True,Synthetic,False,False,False,0
Russia,wheat,2002,-1.9742133080716229,-1.12141910655458,-1.3402940905180545,-0.6590365331622171,0.6,0.33131275488078005,-0.8983837707554371,-0.6965647361333003,True,Synthetic,False,False,False,0
USA,maize,2002,-1.4935656340548673,-0.3917289662432458,-1.453169418246114,-0.23754878233749713,0.6,1.1301316016892933,-0.8015576555070169,-0.6965647361333003,True,Synthetic,False,False,False,0
USA,rice,2002,-0.7241667981153307,-0.8836513668866146,-1.1399429703114634,-1.4522995245181753,1.705,0.7935980461007505,-0.006382864482674047,-0.17388989805347907,True,Synthetic,False,False,False,0
USA,soybean,2002,-0.7815285760219639,-0.5811048986163817,-1.06100266320192,-1.0849844718263508,1.569,-0.2947219383002893,-0.45413034073051284,0.34878494002634214,True,Synthetic,False,False,False,0
USA,wheat,2002,-0.9466217291392492,-0.4676126986363332,-1.6014282125947068,-1.2455512340452917,1.439,3.3413582699930333,0.533659554927864,0.34878494002634214,True,Synthetic,True,False,False,1
Bangladesh,maize,2003,0.8827398922262459,1.4232903032597186,-1.1507028548978215,0.0768015397612734,1.138,-1.580357270591122,-0.9810790980033586,-0.6965647361333003,True,Synthetic,False,False,False,0
Bangladesh,rice,2003,0.3223295654092964,1.5466629746632998,-1.1253033196482904,0.25753206783756877,3.043,-1.2715921156728311,-0.2635948195142293,-1.2192395742131215,True,Synthetic,False,False,False,0
Bangladesh,soybean,2003,0.4322621826615123,1.390962372656831,-0.7822285380293604,0.6413869837672238,0.968,-1.5454706980588528,-1.0213039695194346,-0.6965647361333003,True,Synthetic,False,False,False,0
Bangladesh,wheat,2003,0.5976143054307465,1.5647327651429177,-1.1559276065479287,1.183113965096174,0.6,-1.4913239800792124,-1.1193085004723062,2.439484292345627,True,Synthetic,False,False,True,1
Brazil,maize,2003,0.7830365762260031,0.8007722849380836,-1.3981802003840937,1.0510738209334913,2.307,1.7704095921719185,0.9046686886183971,2.439484292345627,True,Synthetic,False,False,True,1
Brazil,rice,2003,0.8073797235091796,0.8347651377900671,-1.1344078373752096,0.9091840952921009,3.623,1.9327146254567324,2.2788256890958505,0.8714597781061634,True,Synthetic,False,False,False,0
Brazil,soybean,2003,0.7641317916337492,0.7312238163933391,-0.9125886782102556,0.38037307458145764,1.023,-0.9114698126298644,-0.8745781484768312,-1.2192395742131215,True,Synthetic,False,False,False,0
Brazil,wheat,2003,1.0831824028345267,0.9267955788277876,-1.2092097273361537,0.0356377228266725,0.6,0.298465002884947,-0.902365299656486,2.9621591304254484,True,Synthetic,False,False,True,1
China,maize,2003,-0.8562413206091589,-0.9481815996308082,-1.437495163295792,-1.366533829189424,1.89,0.7396147371928622,0.11315348168363502,0.34878494002634214,True,Synthetic,False,False,False,0
China,rice,2003,-0.5772015206344532,-0.5651707919836564,-1.4776895398515706,-1.286436289239929,1.82,0.44911078309665703,-0.04608071259778712,-1.2192395742131215,True,Synthetic,False,False,False,0
China,soybean,2003,-0.8458825345312115,-0.6855021501909203,-1.3206883392765614,-0.6357134675852756,1.336,0.6846801314692947,-0.31489510017297934,-1.2192395742131215,True,Synthetic,False,False,False,0
China,wheat,2003,-0.8517093517000571,-0.8433729493579025,-0.8261474900188761,-0.5721557908736118,3.029,1.3809864938124283,1.354976542402223,-0.6965647361333003,True,Synthetic,False,False,False,0
India,maize,2003,0.5569560700748032,0.08909119167439276,-1.2782178332890568,0.5533911945187661,3.569,0.2983956251455858,1.0471782905269977,1.3941346161859847,True,Synthetic,False,False,False,0
India,rice,2003,0.5692571285423655,-0.1787887238619667,-1.2515250426805866,-0.6313462003258486,4.348,-0.701946037078633,0.6796871477845483,-0.6965647361333003,True,Synthetic,False,False,False,0
India,soybean,2003,0.6548465985114054,-0.0548721226357123,-1.3693147407726098,-0.6409170200645935,1.39,-0.4697285501250746,-0.5994165889328247,-0.17388989805347907,True,Synthetic,False,False,False,0
India,wheat,2003,0.6564004164230975,-0.19459996309819985,-1.0180665852851973,-0.36782343548041085,1.392,-0.6493263405262703,-0.6490110952600078,-0.6965647361333003,True,Synthetic,False,False,False,0
Indonesia,maize,2003,0.8664248041534792,1.7628930260989704,-1.1783785195790843,1.8389474186501564,0.6,-0.5342726048935432,-1.0033027721058199,-0.17388989805347907,True,Synthetic,False,False,False,0
Indonesia,rice,2003,0.5100825630720913,1.90552412650329,-1.2293327807212182,1.0762552981101887,2.773,-0.06032703336742613,0.32351344746677774,-0.17388989805347907,True,Synthetic,False,False,False,0
Indonesia,soybean,2003,0.81514881306764,1.8015258488342143,-1.1674634443496517,2.1132489707741797,0.6,-0.9416917989321167,-1.0526867085198695,2.439484292345627,True,Synthetic,False,False,True,1
Indonesia,wheat,2003,0.6733629286257362,1.990110736059148,-0.9623531444221686,0.4731078134092953,0.6,1.0337888369156019,-0.813235513934935,1.3941346161859847,True,Synthetic,False,False,False,0
Mexico,maize,2003,0.16513498667644613,-0.5815991292674401,-1.2572153662599121,-0.6081160553288955,5.623,-0.7453126554340651,1.2096525253867454,-0.6965647361333003,True,Synthetic,False,False,False,0
