Country,Crop,Year,Temperature,Rainfall,CO2_Emission,Humidity,Yield,Area,Production,Extreme_Weather_Events,Synthetic_Data_Used,Data_Source,Area_outlier,Production_outlier,Extreme_Weather_Events_outlier,outlier_score,Climate_Stress_Index,Temp_Rain_Ratio,Growing_Season_Quality,Extreme_Weather_Risk,Yield_Lag_1,Temp_Lag_1,Rain_Lag_1,Yield_Lag_2,Temp_Lag_2,Rain_Lag_2,Yield_Rolling_Mean_3,Temp_Rolling_Std_3,Rain_Rolling_Std_3,Crop_maize_Temp,Crop_maize_Rain,Crop_rice_Temp,Crop_rice_Rain,Crop_soybean_Temp,Crop_soybean_Rain,Crop_wheat_Temp,Crop_wheat_Rain,Country_Yield_Baseline,Yield_vs_Baseline,Country_Yield_Trend,Years_Since_Baseline,Decade,Climate_Change_Index,CO2_Anomaly,CO2_Fertilization_Effect,Climate_CO2_Interaction
Mexico,soybean,2000,20.308,820.294,342.957,61.891,2.647,356007.63,942301.71,1,True,Synthetic,False,False,False,0,-0.3517793075545469,0.02472683350907227,0.7941825454545455,0.20581745454545453,,,,,,,2.647,0.0,0.0,0.0,0.0,0.0,0.0,20.308,820.294,0.0,0.0,3.7265480769230765,-1.0795480769230767,0.005553147338098775,0,2000,0.0,-38.128308653846204,1.0140773585321308,13.412750016476055
Mexico,wheat,2000,18.786,665.487,351.369,66.105,3.106,395819.36,1229326.83,2,True,Synthetic,False,False,False,0,-0.26760049336177627,0.02818659628769954,0.96358,0.12041054545454538,,,,,,,3.106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.786,665.487,3.7265480769230765,-0.6205480769230767,0.005553147338098775,0,2000,0.0,-29.71630865384617,1.1352367506895384,7.952098856660057
Nigeria,maize,2000,30.009,1019.259,352.725,78.965,0.991,409461.8,405665.73,4,True,Synthetic,False,False,False,0,0.25710916600077266,0.029413119609824564,0.3584507272727272,0.6415492727272728,,,,,,,0.991,0.0,0.0,30.009,1019.259,0.0,0.0,0.0,0.0,0.0,0.0,2.196798076923077,-1.205798076923077,0.004717854475621471,0,2000,0.0,-28.360308653846175,1.1544955666498589,-7.291695305514886
Nigeria,rice,2000,27.555,998.985,355.523,63.148,3.069,282988.94,868562.48,1,True,Synthetic,False,False,False,0,0.15874835564571732,0.027555413331199968,0.4468154545454545,0.5531845454545454,,,,,,,3.069,0.0,0.0,0.0,0.0,27.555,998.985,0.0,0.0,0.0,0.0,2.196798076923077,0.8722019230769229,0.004717854475621471,0,2000,0.0,-25.562308653846173,1.1940017079512366,-4.05797446530637
Nigeria,soybean,2000,27.643,1105.697,345.305,68.275,1.601,198199.34,317268.32,1,True,Synthetic,False,False,False,0,-0.012382360736977516,0.02497792982180308,0.37071,0.62929,,,,,,,1.601,0.0,0.0,0.0,0.0,0.0,0.0,27.643,1105.697,0.0,0.0,2.196798076923077,-0.5957980769230771,0.004717854475621471,0,2000,0.0,-35.78030865384619,1.0481924064201917,0.4430446890323219
Nigeria,wheat,2000,27.915,1234.812,352.527,71.047,0.6,425100.68,255060.41,5,True,Synthetic,False,False,False,0,0.04336442544313007,0.022588387230420164,0.36255000000000004,0.63745,,,,,,,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.915,1234.812,2.196798076923077,-1.596798076923077,0.004717854475621471,0,2000,0.0,-28.55830865384621,1.1516880594722518,-1.2384146464016104
Pakistan,maize,2000,21.423,518.132,344.603,52.152,4.545,590786.9,2685269.96,1,True,Synthetic,False,True,False,1,-0.14048162920794743,0.041266961004137674,0.95731,0.06586672727272726,,,,,,,4.545,0.0,0.0,21.423,518.132,0.0,0.0,0.0,0.0,0.0,0.0,3.503125,1.041875,0.007410418222554132,0,2000,0.0,-36.48230865384619,1.0380171331623858,5.125094156959512
Pakistan,rice,2000,21.306,400.05,354.928,53.386,3.014,397055.59,1196922.97,3,True,Synthetic,False,False,False,0,0.03504997260299786,0.05312554544321157,0.96082,0.14823454545454548,,,,,,,3.014,0.0,0.0,0.0,0.0,21.306,400.05,0.0,0.0,0.0,0.0,3.503125,-0.48912500000000003,0.007410418222554132,0,2000,0.0,-26.1573086538462,1.1856267441731434,-0.9168129516854682
Pakistan,soybean,2000,20.576,415.293,353.605,55.147,2.399,297894.58,714646.69,2,True,Synthetic,False,False,False,0,-0.030876879924773726,0.049426725887776156,0.9827199999999999,0.11524872727272728,,,,,,,2.399,0.0,0.0,0.0,0.0,0.0,0.0,20.576,415.293,0.0,0.0,3.503125,-1.1041249999999998,0.007410418222554132,0,2000,0.0,-27.48030865384618,1.1669543388287964,0.8485061906005288
Pakistan,wheat,2000,21.711,521.223,345.609,43.354,2.829,354640.41,1003432.04,0,True,Synthetic,False,False,False,0,-0.1119841252908968,0.04157419340013749,0.94867,0.07225872727272727,,,,,,,2.829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.711,521.223,3.503125,-0.6741249999999996,0.007410418222554132,0,2000,0.0,-35.47630865384622,1.052592375441196,3.972783393150841
Russia,maize,2000,2.593,304.055,345.687,62.664,0.6,256444.52,153866.71,6,True,Synthetic,False,False,False,0,-1.134512090153775,0.008500106538165249,0.2989209090909091,0.7010790909090909,,,,,,,0.6,0.0,0.0,2.593,304.055,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,-1.480353635169747e-18,0,2000,0.0,-35.398308653846186,1.0537206909577193,40.1598091387835
Russia,rice,2000,4.481,306.208,350.04,78.946,0.6,289994.83,173996.9,4,True,Synthetic,False,False,False,0,-0.9691776073031434,0.014586208692481966,0.35712672727272726,0.6428732727272727,,,,,,,0.6,0.0,0.0,0.0,0.0,4.481,306.208,0.0,0.0,0.0,0.0,0.6,0.0,-1.480353635169747e-18,0,2000,0.0,-31.045308653846178,1.116289152491904,30.08841795912221
Russia,soybean,2000,2.835,385.737,352.38,67.379,0.6,241376.82,144826.09,7,True,Synthetic,False,False,True,1,-1.0677151463231074,0.007330563147565399,0.3655860000000001,0.6344139999999999,,,,,,,0.6,0.0,0.0,0.0,0.0,0.0,0.0,2.835,385.737,0.0,0.0,0.6,0.0,-1.480353635169747e-18,0,2000,0.0,-28.705308653846203,1.1496026779661674,30.649092829591357
Russia,wheat,2000,2.084,463.237,353.223,68.143,0.6,376436.26,225861.76,2,True,Synthetic,False,False,False,0,-1.1326385465524513,0.004489086393372351,0.46252,0.6005803636363636,,,,,,,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.084,463.237,0.6,0.0,-1.480353635169747e-18,0,2000,0.0,-27.862308653846185,1.1615499117660413,31.55792477728813
USA,maize,2000,15.439,671.597,353.359,61.645,3.635,323489.39,1175898.82,2,True,Synthetic,False,False,False,0,-0.43933617369398337,0.022954309935964628,0.86317,0.2252641818181818,,,,,,,3.635,0.0,0.0,15.439,671.597,0.0,0.0,0.0,0.0,0.0,0.0,1.7479038461538463,1.8870961538461535,0.005556225328069989,0,2000,0.0,-27.726308653846218,1.1634746706996038,12.181170354639177
USA,rice,2000,12.178,764.498,353.342,60.171,0.884,591089.19,522321.18,2,True,Synthetic,False,False,False,0,-0.6679344088477437,0.01590859806296032,0.6093414545454545,0.3906585454545455,,,,,,,0.884,0.0,0.0,0.0,0.0,12.178,764.498,0.0,0.0,0.0,0.0,1.7479038461538463,-0.8639038461538463,0.005556225328069989,0,2000,0.0,-27.743308653846213,1.1632341163491318,18.530710465187262
USA,soybean,2000,17.439,935.386,349.75,62.365,2.303,434724.3,1001124.04,0,True,Synthetic,False,False,False,0,-0.47870526495534693,0.01862372995751752,0.6428892727272728,0.35711072727272725,,,,,,,2.303,0.0,0.0,0.0,0.0,0.0,0.0,17.439,935.386,0.0,0.0,1.7479038461538463,0.5550961538461536,0.005556225328069989,0,2000,0.0,-31.335308653846198,1.1121450518817042,15.00037723159702
USA,wheat,2000,11.809,592.392,353.699,63.119,1.181,435010.23,513656.24,1,True,Synthetic,False,False,False,0,-0.6135652202182678,0.01990084126513333,0.75427,0.2765605454545455,,,,,,,1.181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.809,592.392,1.7479038461538463,-0.5669038461538463,0.005556225328069989,0,2000,0.0,-27.386308653846186,1.168283328917265,16.80328650016259
Bangladesh,maize,2001,21.713,2134.544,351.485,87.702,1.342,275410.04,369691.89,2,True,Synthetic,False,False,False,0,-0.7037638329816385,0.010167432747815078,0.5486099999999999,0.45139000000000007,1.458,25.464,2263.271,,,,1.4,2.652357536230738,91.02373462180108,21.713,2134.544,0.0,0.0,0.0,0.0,0.0,0.0,1.6484807692307692,-0.30648076923076917,0.00296518723994452,1,2000,0.03,-29.600308653846184,1.1368871645884877,20.831626675670353
Bangladesh,rice,2001,25.129,2226.322,345.897,80.01,3.142,227275.7,713991.47,1,True,Synthetic,False,False,False,0,-0.6150403090480674,0.011282158574287866,0.44612999999999997,0.5538700000000001,2.747,25.593,2217.505,,,,2.9444999999999997,0.3280975464705571,6.234560489721795,0.0,0.0,25.129,2226.322,0.0,0.0,0.0,0.0,1.6484807692307692,1.4935192307692307,0.00296518723994452,1,2000,0.03,-35.18830865384621,1.0567571985468809,21.642228229340354
Bangladesh,soybean,2001,27.599,2051.777,360.418,75.567,0.6,150316.12,90189.67,1,True,Synthetic,False,False,False,0,-0.21122907852549294,0.013444714160378842,0.37202999999999997,0.62797,0.6,23.296,2267.741,,,,0.6,3.042680479445716,152.7096088921715,0.0,0.0,0.0,0.0,27.599,2051.777,0.0,0.0,1.6484807692307692,-1.0484807692307694,0.00296518723994452,1,2000,0.03,-20.66730865384619,1.262374329119261,4.365536562553877
Bangladesh,wheat,2001,24.707,2327.139,354.076,83.328,0.6,287735.81,172641.49,7,True,Synthetic,False,False,True,1,-0.5756274287414067,0.010612338868083049,0.4587899999999999,0.54121,0.6,26.801,2191.542,,,,0.6,1.4806815998046277,95.88155820855228,0.0,0.0,0.0,0.0,0.0,0.0,24.707,2327.139,1.6484807692307692,-1.0484807692307694,0.00296518723994452,1,2000,0.03,-27.009308653846176,1.173609880938096,15.5472988924965
Brazil,maize,2001,27.252,1485.522,355.774,71.704,2.052,460538.73,945242.21,3,True,Synthetic,False,False,False,0,-0.05706104885352892,0.01833272565088172,0.38244000000000006,0.61756,1.767,26.563,1606.255,,,,1.9095,0.48719657223753127,85.37112301299557,27.252,1485.522,0.0,0.0,0.0,0.0,0.0,0.0,2.0227403846153846,0.02925961538461541,0.003619668195881786,1,2000,0.03,-25.311308653846197,1.1975304731564649,1.4442898196438672
Brazil,rice,2001,26.604,1596.501,353.007,77.843,3.334,530527.22,1768674.32,1,True,Synthetic,False,False,False,0,-0.17650876804327822,0.01665351070202773,0.40188,0.59812,2.928,28.793,1755.255,,,,3.1310000000000002,1.5478567440173525,112.25602994048934,0.0,0.0,26.604,1596.501,0.0,0.0,0.0,0.0,2.0227403846153846,1.3112596153846154,0.003619668195881786,1,2000,0.03,-28.078308653846193,1.1584914179788173,4.956067669229309
Brazil,soybean,2001,26.43,1626.103,352.815,90.85,0.726,354935.03,257770.92,2,True,Synthetic,False,False,False,0,-0.20137847230603273,0.016243593675385023,0.40709999999999996,0.5929,1.055,22.094,1869.504,,,,0.8905,3.066015003224869,172.11049764758675,0.0,0.0,0.0,0.0,26.43,1626.103,0.0,0.0,2.0227403846153846,-1.2967403846153847,0.003619668195881786,1,2000,0.03,-28.2703086538462,1.155771185331835,5.693031568331564
Brazil,wheat,2001,26.292,1887.049,357.269,78.301,0.6,565726.48,339435.89,5,True,Synthetic,False,False,False,0,-0.259863082052728,0.01392548604405924,0.41123999999999994,0.5887600000000001,0.6,26.674,1768.689,,,,0.6,0.27011479041325964,83.69315862123962,0.0,0.0,0.0,0.0,0.0,0.0,26.292,1887.049,2.0227403846153846,-1.4227403846153845,0.003619668195881786,1,2000,0.03,-23.816308653846193,1.218496981356463,6.188979369907529
China,maize,2001,13.0,589.126,349.475,69.226,2.306,271868.87,627043.9,3,True,Synthetic,False,False,False,0,-0.5974500415851747,0.022029193765399253,0.79,0.2384552727272727,3.086,14.981,656.516,,,,2.6959999999999997,1.4007785335305512,47.65192598416139,13.0,589.126,0.0,0.0,0.0,0.0,0.0,0.0,2.0494038461538464,0.25659615384615364,0.007203552757921691,1,2000,0.03,-31.610308653846175,1.1082121259397135,18.885580219760605
China,rice,2001,10.826,578.146,354.507,65.978,0.765,443390.93,339024.8,5,True,Synthetic,False,False,False,0,-0.6544735280472758,0.01869304113297856,0.72478,0.2956898181818181,2.05,13.825,616.228,,,,1.4075,2.120613236778455,26.92804044114606,0.0,0.0,10.826,578.146,0.0,0.0,0.0,0.0,2.0494038461538464,-1.2844038461538463,0.007203552757921691,1,2000,0.03,-26.578308653846193,1.179692443646391,17.39479943421216
China,soybean,2001,13.05,662.119,350.764,61.573,1.601,435183.3,696914.77,2,True,Synthetic,False,False,False,0,-0.6080922149158677,0.019679725660100223,0.7915000000000001,0.2900410909090909,0.6,9.616,542.671,,,,1.1005,2.4282046865946048,84.46249079917075,0.0,0.0,0.0,0.0,13.05,662.119,0.0,0.0,2.0494038461538464,-0.44840384615384643,0.007203552757921691,1,2000,0.03,-30.321308653846188,1.1266201474287725,18.438151738464995
China,wheat,2001,12.595,633.039,354.659,68.67,2.162,410759.86,888032.57,1,True,Synthetic,False,False,False,0,-0.5722054365932195,0.01986470863779673,0.77785,0.28254199999999996,0.6,10.392,692.058,,,,1.381,1.5577562389539645,41.73273511884885,0.0,0.0,0.0,0.0,0.0,0.0,12.595,633.039,2.0494038461538464,0.11259615384615351,0.007203552757921691,1,2000,0.03,-26.426308653846206,1.1818358064461807,15.121277480821243
India,maize,2001,22.292,1086.146,347.555,68.805,4.166,379561.87,1581105.82,0,True,Synthetic,False,False,False,0,-0.2868478145495137,0.02050506555697211,0.5413156363636363,0.45868436363636367,3.245,25.507,1018.351,,,,3.7055000000000002,2.2733483015147518,47.938304230542,22.292,1086.146,0.0,0.0,0.0,0.0,0.0,0.0,3.1282403846153843,1.037759615384616,0.0038821348554358027,1,2000,0.03,-33.53030865384619,1.0806666134649106,9.618095758526426
India,rice,2001,24.149,982.566,349.454,72.61,5.105,400714.48,2045654.82,2,True,Synthetic,False,False,False,0,-0.11127070515371817,0.024552495714573297,0.5609365454545454,0.4390634545454546,4.251,24.714,1021.873,,,,4.678000000000001,0.39951533137039774,27.794246248099636,0.0,0.0,24.149,982.566,0.0,0.0,0.0,0.0,3.1282403846153843,1.976759615384616,0.0038821348554358027,1,2000,0.03,-31.63130865384619,1.107911666236277,3.5196380188483736
India,soybean,2001,25.465,1134.852,358.942,76.57,1.866,321361.79,599788.48,1,True,Synthetic,False,False,False,0,0.024977992048678177,0.022419294062958905,0.43605,0.56395,2.368,22.322,845.788,,,,2.117,2.2224366132693194,204.39911459690822,0.0,0.0,0.0,0.0,25.465,1134.852,0.0,0.0,3.1282403846153843,-1.2622403846153842,0.0038821348554358027,1,2000,0.03,-22.14330865384619,1.2418560618912267,-0.5530953874871968
India,wheat,2001,24.089,1147.224,352.866,80.217,1.79,557925.7,998637.61,2,True,Synthetic,False,False,False,0,-0.13882238537916533,0.0209793559444847,0.47733000000000003,0.52267,1.626,22.65,979.741,,,,1.708,1.017526658127442,118.42836503346642,0.0,0.0,0.0,0.0,0.0,0.0,24.089,1147.224,3.1282403846153843,-1.3382403846153843,0.0038821348554358027,1,2000,0.03,-28.219308653846213,1.1564938914850225,3.917471741077854
Indonesia,maize,2001,26.573,2643.523,341.891,81.943,0.6,239288.59,143573.16,3,True,Synthetic,False,False,False,0,-0.7554292029093084,0.010048314951316362,0.40281,0.59719,1.553,24.699,2443.606,,,,1.0765,1.3251181079435879,141.3626663744708,26.573,2643.523,0.0,0.0,0.0,0.0,0.0,0.0,1.2742980769230767,-0.6742980769230768,0.002600869518830686,1,2000,0.03,-39.19430865384618,0.9985118482156873,29.608525344956426
Indonesia,rice,2001,27.839,2519.764,338.354,71.642,1.885,286841.34,540659.72,2,True,Synthetic,False,False,False,0,-0.6761862664935264,0.011043874000104729,0.36483000000000004,0.63517,2.685,27.372,2623.173,,,,2.285,0.33021886681411683,73.12120513571945,0.0,0.0,27.839,2519.764,0.0,0.0,0.0,0.0,1.2742980769230767,0.6107019230769233,0.002600869518830686,1,2000,0.03,-42.73130865384621,0.9465154075841741,28.894324061026786
Indonesia,soybean,2001,26.096,2499.324,348.432,85.559,0.6,287439.44,172463.66,3,True,Synthetic,False,False,False,0,-0.6389658964313819,0.010437047358662317,0.41712,0.5828800000000001,0.6,28.835,2447.986,,,,0.6,1.9367654736699529,36.30144793255528,0.0,0.0,0.0,0.0,26.096,2499.324,0.0,0.0,1.2742980769230767,-0.6742980769230768,0.002600869518830686,1,2000,0.03,-32.65330865384618,1.0932674302067242,20.864350635455427
Indonesia,wheat,2001,28.779,2548.685,353.271,90.12,0.6,465364.36,279218.61,9,True,Synthetic,False,False,True,1,-0.4405905466541739,0.011287276663587855,0.33663000000000004,0.66337,0.6,24.595,2583.167,,,,0.6,2.9585347724845166,24.38245602887451,0.0,0.0,0.0,0.0,0.0,0.0,28.779,2548.685,1.2742980769230767,-0.6742980769230768,0.002600869518830686,1,2000,0.03,-27.814308653846183,1.1622293230572043,12.25472145460601
Mexico,maize,2001,23.995,616.293,360.535,51.469,3.465,271084.06,939310.74,1,True,Synthetic,False,False,False,0,0.17461961530114123,0.03887133014630006,0.88015,0.16806309090909094,3.753,24.035,556.262,,,,3.609,0.028284271247461298,42.448327181409724,23.995,616.293,0.0,0.0,0.0,0.0,0.0,0.0,3.7265480769230765,-0.2615480769230767,0.005553147338098775,1,2000,0.03,-20.550308653846173,1.2639971811086022,-3.588486991454332
